id,title,genres,cast,director,overview
71883,Redline,Animation Action Science Fiction,Takuya Kimura Yu Aoi Tadanobu Asano,Takeshi Koike,"A daredevil driver is determined to compete in Redline, the most popular race in the galaxy. The race only occurs every five years, but in order to participate he must overcome the mafia, the government and even love."
467938,Revenge,Action Horror Thriller Drama,Matilda Lutz Kevin Janssens Vincent Colombe,Coralie Fargeat,Jen's romantic getaway with her wealthy married boyfriend is disrupted when his friends arrive for an impromptu hunting trip. Tension mounts at the house until the situation culminates in an unexpected way.
876969,Assassin Club,Action Adventure Thriller,Henry Golding Noomi Rapace Daniela Melchior,Camille Delamarre,"In this world of contract killers, Morgan Gaines is the best of the best. When Morgan is hired to kill six people around the world, he soon discovers all the targets are also assassins unknowingly hired to kill each other."
376659,Bad Moms,Comedy,Mila Kunis Kristen Bell Kathryn Hahn,Scott Moore,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence."
16056,Winged Creatures,Crime Drama,Kate Beckinsale Forest Whitaker Guy Pearce,Rowan Woods,"A psychotic man opens fire in a diner, murdering numerous people before killing himself. The survivors struggle in different ways following this horrendous event: a doctor doubts his own instincts and elects to use an experimental medical procedure on his wife, while a gambler believes he's on a lucky streak. A waitress begins engaging in promiscuous sex, and a young girl whose father is among the dead gains unexpected fame."
14397,Whisper,Horror Thriller,Blake Woodruff Josh Holloway Sarah Wayne Callies,Stewart Hendler,Sinister things begin happening to kidnappers who are holding a young boy for ransom in a remote cabin.
10925,The Return of the Living Dead,Comedy Horror Science Fiction,Clu Gulager James Karen Don Calfa,Dan O'Bannon,"When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies."
571,The Birds,Horror Thriller,Tippi Hedren Rod Taylor Jessica Tandy,Alfred Hitchcock,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.
417384,Scary Stories to Tell in the Dark,Horror Mystery,Zoe Colletti Dean Norris Michael Garza,André Øvredal,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control."
441701,Veronica,Horror,Sandra Escacena Bruna González Claudia Placer,Paco Plaza,"In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment."
4643,The Guardian,Action Adventure Drama,Kevin Costner Ashton Kutcher Sela Ward,Andrew Davis,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice."
831815,Saving Bikini Bottom: The Sandy Cheeks Movie,Family Comedy Adventure Animation,Carolyn Lawrence Tom Kenny Clancy Brown,Liza Johnson,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
20694,Rugrats Go Wild,Family Comedy Adventure Animation Fantasy,E. G. Daily Nancy Cartwright Kath Soucie,John Eng,"When the Rugrats find themselves stranded on a deserted island, they meet the Thornberrys, a family who agrees to help them escape."
81796,Lockout,Action Thriller Science Fiction,Guy Pearce Maggie Grace Vincent Regan,Stephen St. Leger,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison."
256274,"As Above, So Below",Horror Thriller,Perdita Weeks Ben Feldman Edwin Hodge,John Erick Dowdle,"When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead."
7552,Fun with Dick and Jane,Comedy Crime,Jim Carrey Téa Leoni Alec Baldwin,Dean Parisot,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge."
2176,The Glass House,Drama Thriller,Leelee Sobieski Diane Lane Stellan Skarsgård,Daniel Sackheim,"When Ruby and Rhett's parents are killed in a car accident, their carefree teenage lives are suddenly shattered. Moving to an incredible house in Malibu with the Glasses', old friends of the family, seems to be the beginning of a new life for them."
893712,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,Animation Action Fantasy Science Fiction,Haruka Tomatsu Yoshitsugu Matsuoka Inori Minase,Ayako Kono,"Over a month has passed since 10,000 users were trapped inside the ""Sword Art Online"" world. Asuna, who cleared the first floor of the floating iron castle of Aincrad, joined up with Kirito and continued her journey to reach the top floor. With the support of female Information Broker Argo, clearing the floors seemed to be progressing smoothly, but conflict erupts between two major guilds who should be working together – the top player groups ALS (the Aincrad Liberation Squad) and DKB (the Dragon Knights Brigade). And meanwhile, behind the scenes exists a mysterious figure pulling the strings…"
702,A Streetcar Named Desire,Drama Thriller,Vivien Leigh Marlon Brando Kim Hunter,Elia Kazan,"A disturbed, aging Southern belle moves in with her sister for solace — but being face-to-face with her brutish brother-in-law accelerates her downward spiral."
894169,Vendetta,Action Crime,Clive Standen Theo Rossi Thomas Jane,Jared Cohn,"When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner."
8469,Animal House,Comedy,John Belushi Karen Allen Tom Hulce,John Landis,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him."
436931,Pokémon the Movie: I Choose You!,Family Animation Adventure Fantasy,Rica Matsumoto Ikue Otani Megumi Hayashibara,Kunihiko Yuyama,"Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey."
931642,Lights Out,Action Thriller,Frank Grillo Mekhi Phifer Jaime King,Christian Sesma,"A drifting ex-soldier turns underground fighter with the help of a just-released ex-con, pitting him against corrupt cops and hired killers now gunning for him and all those he cares about."
549649,Dancing With Ghosts,Fantasy Drama Comedy,Lee Kwang-hoon Ju Min-ha Jung Joo-ri,Director Baek,"Yoo-jin appears in the dreams of Dong-jae who is a host for lonely women at night. She appears in real life, asking him for help. What she needs is to sleep with him once. Yoo-jin was a virgin ghost and she needed Dong-jae to help her to go back to the after world. However, he doesn't want to sleep with her because she used to be his crush and he'd been waiting to see her in his dreams and in real life. He is afraid sleeping with her will make him lose her. Will he sleep with her or continue to live with her like this?"
13700,Home on the Range,Animation Family,Roseanne Barr Judi Dench Jennifer Tilly,John Sanford,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys."
1371727,Sing: Thriller,Animation Family Comedy Music,Matthew McConaughey Tori Kelly Nick Kroll,Garth Jennings,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films."
12658,Someone Like You...,Comedy Romance,Ashley Judd Greg Kinnear Hugh Jackman,Tony Goldwyn,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
